#mA g width(GeV)
400	1.25	2.36E+01
400	1.111111111	1.87E+01
400	1	1.51E+01
400	0.909090909	1.25E+01
400	0.833333333	1.05E+01
400	0.769230769	8.99E+00
400	0.714285714	7.76E+00
400	0.666666667	6.77E+00
500	1.25	3.61E+01
500	1.111111111	2.86E+01
500	1	2.31E+01
500	0.909090909	1.91E+01
500	0.833333333	1.61E+01
500	0.769230769	1.37E+01
500	0.714285714	1.18E+01
500	0.666666667	1.03E+01
600	1.25	4.57E+01
600	1.111111111	3.61E+01
600	1	2.93E+01
600	0.909090909	2.42E+01
600	0.833333333	2.04E+01
600	0.769230769	1.74E+01
600	0.714285714	1.50E+01
600	0.666666667	1.31E+01
750	1.25	5.83E+01
750	1.111111111	4.61E+01
750	1	3.73E+01
750	0.909090909	3.09E+01
750	0.833333333	2.59E+01
750	0.769230769	2.21E+01
750	0.714285714	1.91E+01
750	0.666666667	1.66E+01
