# mass(GeV) 1/tanb width(GeV)
400	0.51023600651	4.0
400	0.810089752229	10.0
450	0.476535453044	4.5
450	0.756230769996	11.25
500	0.461527433373	5.0
500	0.732406065349	12.5
550	0.45425578583	5.5
550	0.720910674162	13.75
600	0.449853236129	6.0
600	0.714754679528	15.0
650	0.447466671742	6.5
650	0.710703492293	16.25
700	0.44623674925	7.0
700	0.70851691566	17.5
750	0.44574221277	7.5
750	0.707564438591	18.75
400	1.14578619281	20.0
450	1.06890154951	22.5
500	1.03545941622	25.0
550	1.01926669902	27.5
600	1.01056943218	30.0
650	1.00679086202	32.5
700	1.00322312857	35.0
750	1.00209616468	37.5
